Track,Message Type,Note,Velocity,Duration,Tempo,Time
1,note_on,81,60,0,750000,85200
1,note_on,88,66,0,750000,85440
1,note_on,86,55,0,750000,87000
1,note_on,88,47,0,750000,87060
1,note_on,86,62,0,750000,87120
1,note_on,84,57,0,750000,87360
1,note_on,86,57,0,750000,87600
1,note_on,88,62,0,750000,87840
1,note_on,89,64,0,750000,88080
1,note_on,91,67,0,750000,88320
1,note_on,88,66,0,750000,88560
1,note_on,89,64,0,750000,88800
1,note_on,88,61,0,750000,89040
1,note_on,86,59,0,750000,89160
1,note_on,88,55,0,750000,89220
1,note_on,86,67,0,750000,89280
1,note_on,84,60,0,750000,89760
1,note_on,82,57,0,750000,90240
1,note_on,57,50,0,750000,90960
1,note_on,61,51,0,750000,91200
1,note_on,64,54,0,750000,91440
1,note_on,69,57,0,750000,91680
1,note_on,73,58,0,750000,91920
1,note_on,76,61,0,750000,92160
1,note_on,69,50,0,750000,92400
1,note_on,73,51,0,750000,92640
1,note_on,76,54,0,750000,92880
1,note_on,81,57,0,750000,93120
1,note_on,85,58,0,750000,93360
1,note_on,88,64,0,750000,93600
1,note_on,85,60,0,750000,93840
1,note_on,81,58,0,750000,94080
1,note_on,76,57,0,750000,94320
1,note_on,73,55,0,750000,94560
1,note_on,69,53,0,750000,94800
1,note_on,76,51,0,750000,95040
1,note_on,73,48,0,750000,95280
1,note_on,69,46,0,750000,95520
1,note_on,64,44,0,750000,95760
1,note_on,61,44,0,750000,96000
1,note_on,57,42,0,750000,96240
1,note_on,81,51,0,750000,96720
1,note_on,88,56,0,750000,96960
1,note_on,86,46,0,750000,98520
1,note_on,88,41,0,750000,98580
1,note_on,86,52,0,750000,98640
1,note_on,84,48,0,750000,98880
1,note_on,86,48,0,750000,99120
1,note_on,88,52,0,750000,99360
1,note_on,89,54,0,750000,99600
1,note_on,91,56,0,750000,99840
1,note_on,88,56,0,750000,100080
1,note_on,89,54,0,750000,100320
1,note_on,88,51,0,750000,100560
1,note_on,86,51,0,750000,100680
1,note_on,88,47,0,750000,100740
1,note_on,86,56,0,750000,100800
1,note_on,84,51,0,750000,101280
1,note_on,82,48,0,750000,101760
1,note_on,81,44,0,750000,102240
1,note_on,82,46,0,750000,102480
1,note_on,84,48,0,750000,102720
1,note_on,86,50,0,750000,102960
1,note_on,89,52,0,750000,103200
1,note_on,86,49,0,750000,103560
1,note_on,88,42,0,750000,103620
1,note_on,86,56,0,750000,103680
1,note_on,84,51,0,750000,104160
1,note_on,82,48,0,750000,104640
1,note_on,81,46,0,750000,105120
1,note_on,82,47,0,750000,105360
1,note_on,84,49,0,750000,105600
1,note_on,86,51,0,750000,105840
1,note_on,88,53,0,750000,106080
1,note_on,91,57,0,750000,106320
1,note_on,89,55,0,750000,106560
1,note_on,86,46,0,750000,106680
1,note_on,88,40,0,750000,106740
1,note_on,86,50,0,750000,106800
1,note_on,84,50,0,750000,107040
1,note_on,82,45,0,750000,107280
1,note_on,86,49,0,750000,107520
1,note_on,85,44,0,750000,107760
1,note_on,70,51,0,750000,108160
1,note_on,61,29,0,750000,108160
1,note_on,69,46,0,750000,108320
1,note_on,61,29,0,750000,108640
1,note_on,70,52,0,750000,108640
1,note_on,69,45,0,750000,108800
1,note_on,61,29,0,750000,109120
1,note_on,70,51,0,750000,109120
1,note_on,69,45,0,750000,109280
1,note_on,62,27,0,750000,109600
1,note_on,69,48,0,750000,109600
1,note_on,67,41,0,750000,109760
1,note_on,69,48,0,750000,110080
1,note_on,62,27,0,750000,110080
1,note_on,67,40,0,750000,110240
1,note_on,62,27,0,750000,110560
1,note_on,69,47,0,750000,110560
1,note_on,67,40,0,750000,110720
1,note_on,61,29,0,750000,111040
1,note_on,70,51,0,750000,111040
1,note_on,69,46,0,750000,111200
1,note_on,70,52,0,750000,111520
1,note_on,61,42,0,750000,111520
1,note_on,69,45,0,750000,111680
1,note_on,61,42,0,750000,112000
1,note_on,70,51,0,750000,112000
1,note_on,69,45,0,750000,112160
1,note_on,70,48,0,750000,112480
1,note_on,62,27,0,750000,112480
1,note_on,69,41,0,750000,112640
1,note_on,69,48,0,750000,112960
1,note_on,62,27,0,750000,112960
1,note_on,67,40,0,750000,113120
1,note_on,67,47,0,750000,113440
1,note_on,62,27,0,750000,113440
1,note_on,64,40,0,750000,113600
1,note_on,61,30,0,750000,113920
1,note_on,70,53,0,750000,113920
1,note_on,69,48,0,750000,114080
1,note_on,70,55,0,750000,114400
1,note_on,61,31,0,750000,114400
1,note_on,69,48,0,750000,114560
1,note_on,70,56,0,750000,114880
1,note_on,61,31,0,750000,114880
1,note_on,69,49,0,750000,115040
1,note_on,67,57,0,750000,115360
1,note_on,57,32,0,750000,115360
1,note_on,65,50,0,750000,115520
1,note_on,57,33,0,750000,115840
1,note_on,67,58,0,750000,115840
1,note_on,65,48,0,750000,116000
1,note_on,67,58,0,750000,116320
1,note_on,57,32,0,750000,116320
1,note_on,65,49,0,750000,116480
1,note_on,60,34,0,750000,116800
1,note_on,65,60,0,750000,116800
1,note_on,64,53,0,750000,116960
1,note_on,65,61,0,750000,117280
1,note_on,60,35,0,750000,117280
1,note_on,64,51,0,750000,117440
1,note_on,60,34,0,750000,117760
1,note_on,65,61,0,750000,117760
1,note_on,64,52,0,750000,117920
1,note_on,64,58,0,750000,118240
1,note_on,58,33,0,750000,118240
1,note_on,62,50,0,750000,118400
1,note_on,64,55,0,750000,118720
1,note_on,58,31,0,750000,118720
1,note_on,62,44,0,750000,118880
1,note_on,64,52,0,750000,119200
1,note_on,58,29,0,750000,119200
1,note_on,62,42,0,750000,119360
1,note_on,61,29,0,750000,119680
1,note_on,70,51,0,750000,119680
1,note_on,69,46,0,750000,119840
1,note_on,61,29,0,750000,120160
1,note_on,70,52,0,750000,120160
1,note_on,69,45,0,750000,120320
1,note_on,61,29,0,750000,120640
1,note_on,70,51,0,750000,120640
1,note_on,69,45,0,750000,120800
1,note_on,69,48,0,750000,121120
1,note_on,62,27,0,750000,121120
1,note_on,67,41,0,750000,121280
1,note_on,62,27,0,750000,121600
1,note_on,69,48,0,750000,121600
1,note_on,67,40,0,750000,121760
1,note_on,62,27,0,750000,122080
1,note_on,69,47,0,750000,122080
1,note_on,67,40,0,750000,122240
1,note_on,70,51,0,750000,122560
1,note_on,61,29,0,750000,122560
1,note_on,69,46,0,750000,122720
1,note_on,61,29,0,750000,123040
1,note_on,70,52,0,750000,123040
1,note_on,69,45,0,750000,123200
1,note_on,70,51,0,750000,123520
1,note_on,61,29,0,750000,123520
1,note_on,69,45,0,750000,123680
1,note_on,69,48,0,750000,124000
1,note_on,62,27,0,750000,124000
1,note_on,67,41,0,750000,124160
1,note_on,62,27,0,750000,124480
1,note_on,69,48,0,750000,124480
1,note_on,67,40,0,750000,124640
1,note_on,69,47,0,750000,124960
1,note_on,62,27,0,750000,124960
1,note_on,67,40,0,750000,125120
1,note_on,81,53,0,750000,125520
1,note_on,83,56,0,750000,125760
1,note_on,85,57,0,750000,126000
1,note_on,86,59,0,750000,126240
1,note_on,88,61,0,750000,126480
1,note_on,89,62,0,750000,126720
1,note_on,88,55,0,750000,127080
1,note_on,89,51,0,750000,127140
1,note_on,88,61,0,750000,127200
1,note_on,86,57,0,750000,127440
1,note_on,84,56,0,750000,127680
1,note_on,86,59,0,750000,127920
1,note_on,88,57,0,750000,128160
1,note_on,89,59,0,750000,128400
1,note_on,91,61,0,750000,128640
1,note_on,88,61,0,750000,128880
1,note_on,89,59,0,750000,129120
1,note_on,88,56,0,750000,129360
1,note_on,86,55,0,750000,129480
1,note_on,88,51,0,750000,129540
1,note_on,86,61,0,750000,129600
1,note_on,84,56,0,750000,130080
1,note_on,82,52,0,750000,130560
1,note_on,81,57,0,750000,131040
1,note_on,83,58,0,750000,131280
1,note_on,85,60,0,750000,131520
1,note_on,86,61,0,750000,131760
1,note_on,88,63,0,750000,132000
1,note_on,89,64,0,750000,132240
1,note_on,91,71,0,750000,132480
1,note_on,93,75,0,750000,132720
1,note_on,94,73,0,750000,132840
1,note_on,96,71,0,750000,132900
1,note_on,94,79,0,750000,132960
1,note_on,93,76,0,750000,133440
1,note_on,91,74,0,750000,133680
1,note_on,93,78,0,750000,133920
1,note_on,93,79,0,750000,134400
1,note_on,91,76,0,750000,134640
1,note_on,94,83,0,750000,134880
1,note_on,93,78,0,750000,135120
1,note_on,89,64,0,750000,135240
1,note_on,91,56,0,750000,135300
1,note_on,89,72,0,750000,135360
1,note_on,87,64,0,750000,135600
1,note_on,86,69,0,750000,135840
1,note_on,88,61,0,750000,136080
1,note_on,84,62,0,750000,136320
1,note_on,82,51,0,750000,136560
1,note_on,61,29,0,750000,136960
1,note_on,70,51,0,750000,136960
1,note_on,69,46,0,750000,137120
1,note_on,70,52,0,750000,137440
1,note_on,61,29,0,750000,137440
1,note_on,69,45,0,750000,137600
1,note_on,61,29,0,750000,137920
1,note_on,70,51,0,750000,137920
1,note_on,69,45,0,750000,138080
1,note_on,69,48,0,750000,138400
1,note_on,62,27,0,750000,138400
1,note_on,67,41,0,750000,138560
1,note_on,69,48,0,750000,138880
1,note_on,62,27,0,750000,138880
1,note_on,67,40,0,750000,139040
1,note_on,69,47,0,750000,139360
1,note_on,62,27,0,750000,139360
1,note_on,67,40,0,750000,139520
1,note_on,61,29,0,750000,139840
1,note_on,70,51,0,750000,139840
1,note_on,69,46,0,750000,140000
1,note_on,70,52,0,750000,140320
1,note_on,61,29,0,750000,140320
1,note_on,69,45,0,750000,140480
1,note_on,70,51,0,750000,140800
1,note_on,61,29,0,750000,140800
1,note_on,69,45,0,750000,140960
1,note_on,70,48,0,750000,141280
1,note_on,62,27,0,750000,141280
1,note_on,69,41,0,750000,141440
1,note_on,62,27,0,750000,141760
1,note_on,69,48,0,750000,141760
1,note_on,67,40,0,750000,141920
1,note_on,67,47,0,750000,142240
1,note_on,62,27,0,750000,142240
1,note_on,64,40,0,750000,142400
1,note_on,61,30,0,750000,142720
1,note_on,70,53,0,750000,142720
1,note_on,69,48,0,750000,142880
1,note_on,70,55,0,750000,143200
1,note_on,61,31,0,750000,143200
1,note_on,69,48,0,750000,143360
1,note_on,61,31,0,750000,143680
1,note_on,70,56,0,750000,143680
1,note_on,69,49,0,750000,143840
1,note_on,67,53,0,750000,144160
1,note_on,57,30,0,750000,144160
1,note_on,65,46,0,750000,144320
1,note_on,67,54,0,750000,144640
1,note_on,57,30,0,750000,144640
1,note_on,65,46,0,750000,144800
1,note_on,67,54,0,750000,145120
1,note_on,57,31,0,750000,145120
1,note_on,65,46,0,750000,145280
1,note_on,60,32,0,750000,145600
1,note_on,65,57,0,750000,145600
1,note_on,64,48,0,750000,145760
1,note_on,60,32,0,750000,146080
1,note_on,65,58,0,750000,146080
1,note_on,64,48,0,750000,146240
1,note_on,60,33,0,750000,146560
1,note_on,65,57,0,750000,146560
1,note_on,64,49,0,750000,146720
1,note_on,64,54,0,750000,147040
1,note_on,58,30,0,750000,147040
1,note_on,62,45,0,750000,147200
1,note_on,58,29,0,750000,147520
1,note_on,64,52,0,750000,147520
1,note_on,62,42,0,750000,147680
1,note_on,58,28,0,750000,148000
1,note_on,64,48,0,750000,148000
1,note_on,62,40,0,750000,148160
1,note_on,64,51,0,750000,149280
1,note_on,61,51,0,750000,149280
1,note_on,58,51,0,750000,150240
1,note_on,64,51,0,750000,150240
1,note_on,62,51,0,750000,150240
1,note_on,61,51,0,750000,152160
1,note_on,64,51,0,750000,152160
1,note_on,58,45,0,750000,153120
1,note_on,64,45,0,750000,153120
1,note_on,62,45,0,750000,153120
1,note_on,70,49,0,750000,154080
1,note_on,76,49,0,750000,154080
1,note_on,82,55,0,750000,155520
1,note_on,84,51,0,750000,157200
1,note_on,86,55,0,750000,157440
1,note_on,89,47,0,750000,157680
1,note_on,86,56,0,750000,157920
1,note_on,84,53,0,750000,158160
1,note_on,84,41,0,750000,158280
1,note_on,86,42,0,750000,158340
1,note_on,84,45,0,750000,158400
1,note_on,82,48,0,750000,158640
1,note_on,77,48,0,750000,158880
1,note_on,82,43,0,750000,159120
1,note_on,81,47,0,750000,159360
1,note_on,80,47,0,750000,160320
1,note_on,77,43,0,750000,160560
1,note_on,76,45,0,750000,160800
1,note_on,74,42,0,750000,161040
1,note_on,57,40,0,750000,161520
1,note_on,61,41,0,750000,161760
1,note_on,64,44,0,750000,162000
1,note_on,69,46,0,750000,162240
1,note_on,73,47,0,750000,162480
1,note_on,76,50,0,750000,162720
1,note_on,69,40,0,750000,162960
1,note_on,73,41,0,750000,163200
1,note_on,76,44,0,750000,163440
1,note_on,81,46,0,750000,163680
1,note_on,85,47,0,750000,163920
1,note_on,88,51,0,750000,164160
1,note_on,69,40,0,750000,164400
1,note_on,73,41,0,750000,164640
1,note_on,76,44,0,750000,164880
1,note_on,81,46,0,750000,165120
1,note_on,85,47,0,750000,165360
1,note_on,88,49,0,750000,165600
1,note_on,81,46,0,750000,165840
1,note_on,85,44,0,750000,166080
1,note_on,88,42,0,750000,166320
1,note_on,93,40,0,750000,166560
1,note_on,97,38,0,750000,166800
1,note_on,100,36,0,750000,167040
1,note_on,93,36,0,750000,167040
1,note_on,105,36,0,750000,167040
2,note_on,57,48,0,750000,168720
2,note_on,64,52,0,750000,168960
2,note_on,62,42,0,750000,170520
2,note_on,64,42,0,750000,170580
2,note_on,62,49,0,750000,170640
2,note_on,60,45,0,750000,170880
2,note_on,62,45,0,750000,171120
2,note_on,64,49,0,750000,171360
2,note_on,65,51,0,750000,171600
2,note_on,67,53,0,750000,171840
2,note_on,64,52,0,750000,172080
2,note_on,65,51,0,750000,172320
2,note_on,64,48,0,750000,172560
2,note_on,62,49,0,750000,172680
2,note_on,64,48,0,750000,172740
2,note_on,62,53,0,750000,172800
2,note_on,60,48,0,750000,173280
2,note_on,58,48,0,750000,173760
2,note_on,45,42,0,750000,174240
2,note_on,52,39,0,750000,174480
2,note_on,57,39,0,750000,174720
2,note_on,61,40,0,750000,174960
2,note_on,64,43,0,750000,175200
2,note_on,69,44,0,750000,175440
2,note_on,73,48,0,750000,175680
2,note_on,61,39,0,750000,175920
2,note_on,64,39,0,750000,176160
2,note_on,69,40,0,750000,176400
2,note_on,73,43,0,750000,176640
2,note_on,76,44,0,750000,176880
2,note_on,81,49,0,750000,177120
2,note_on,76,43,0,750000,177360
2,note_on,73,43,0,750000,177600
2,note_on,69,42,0,750000,177840
2,note_on,64,40,0,750000,178080
2,note_on,61,40,0,750000,178320
2,note_on,69,36,0,750000,178560
2,note_on,64,35,0,750000,178800
2,note_on,61,34,0,750000,179040
2,note_on,57,32,0,750000,179280
2,note_on,57,30,0,750000,179520
2,note_on,52,30,0,750000,179760
2,note_on,45,39,0,750000,180000
2,note_on,57,40,0,750000,180240
2,note_on,64,44,0,750000,180480
2,note_on,62,39,0,750000,182040
2,note_on,64,35,0,750000,182100
2,note_on,62,41,0,750000,182160
2,note_on,60,38,0,750000,182400
2,note_on,62,38,0,750000,182640
2,note_on,64,41,0,750000,182880
2,note_on,65,43,0,750000,183120
2,note_on,67,45,0,750000,183360
2,note_on,64,44,0,750000,183600
2,note_on,65,43,0,750000,183840
2,note_on,64,40,0,750000,184080
2,note_on,62,40,0,750000,184200
2,note_on,64,37,0,750000,184260
2,note_on,62,45,0,750000,184320
2,note_on,60,40,0,750000,184800
2,note_on,58,38,0,750000,185280
2,note_on,57,32,0,750000,185760
2,note_on,58,34,0,750000,186000
2,note_on,60,36,0,750000,186240
2,note_on,62,37,0,750000,186480
2,note_on,65,39,0,750000,186720
2,note_on,62,40,0,750000,187080
2,note_on,64,37,0,750000,187140
2,note_on,62,45,0,750000,187200
2,note_on,60,40,0,750000,187680
2,note_on,58,40,0,750000,188160
2,note_on,57,32,0,750000,188640
2,note_on,58,33,0,750000,188880
2,note_on,60,35,0,750000,189120
2,note_on,62,37,0,750000,189360
2,note_on,64,39,0,750000,189600
2,note_on,67,40,0,750000,189840
2,note_on,65,43,0,750000,190080
2,note_on,62,34,0,750000,190200
2,note_on,64,32,0,750000,190260
2,note_on,62,37,0,750000,190320
2,note_on,60,37,0,750000,190560
2,note_on,58,33,0,750000,190800
2,note_on,62,36,0,750000,191040
2,note_on,61,33,0,750000,191280
2,note_on,45,67,0,750000,191520
2,note_on,52,55,0,750000,192000
2,note_on,57,55,0,750000,192480
2,note_on,45,68,0,750000,192960
2,note_on,52,55,0,750000,193440
2,note_on,58,55,0,750000,193920
2,note_on,45,65,0,750000,194400
2,note_on,52,52,0,750000,194880
2,note_on,57,52,0,750000,195360
2,note_on,45,64,0,750000,195840
2,note_on,52,55,0,750000,196320
2,note_on,58,54,0,750000,196800
2,note_on,45,69,0,750000,197280
2,note_on,52,57,0,750000,197760
2,note_on,57,58,0,750000,198240
2,note_on,41,66,0,750000,198720
2,note_on,48,51,0,750000,199200
2,note_on,57,69,0,750000,199680
2,note_on,48,74,0,750000,200160
2,note_on,55,73,0,750000,200640
2,note_on,60,69,0,750000,201120
2,note_on,55,66,0,750000,201600
2,note_on,57,59,0,750000,202080
2,note_on,60,55,0,750000,202500
2,note_on,58,53,0,750000,202560
2,note_on,45,64,0,750000,203040
2,note_on,52,55,0,750000,203520
2,note_on,57,55,0,750000,204000
2,note_on,45,65,0,750000,204480
2,note_on,52,55,0,750000,204960
2,note_on,58,55,0,750000,205440
2,note_on,45,66,0,750000,205920
2,note_on,52,55,0,750000,206400
2,note_on,57,55,0,750000,206880
2,note_on,45,61,0,750000,207360
2,note_on,52,55,0,750000,207840
2,note_on,58,55,0,750000,208320
2,note_on,45,49,0,750000,208800
2,note_on,57,45,0,750000,209040
2,note_on,59,47,0,750000,209280
2,note_on,61,48,0,750000,209520
2,note_on,62,49,0,750000,209760
2,note_on,64,51,0,750000,210000
2,note_on,65,52,0,750000,210240
2,note_on,64,48,0,750000,210600
2,note_on,65,45,0,750000,210660
2,note_on,64,51,0,750000,210720
2,note_on,62,48,0,750000,210960
2,note_on,60,47,0,750000,211200
2,note_on,62,49,0,750000,211440
2,note_on,64,45,0,750000,211680
2,note_on,65,47,0,750000,211920
2,note_on,67,49,0,750000,212160
2,note_on,64,48,0,750000,212400
2,note_on,65,47,0,750000,212640
2,note_on,64,44,0,750000,212880
2,note_on,62,47,0,750000,213000
2,note_on,64,44,0,750000,213060
2,note_on,62,49,0,750000,213120
2,note_on,60,44,0,750000,213600
2,note_on,58,41,0,750000,214080
2,note_on,57,48,0,750000,214560
2,note_on,59,49,0,750000,214800
2,note_on,61,50,0,750000,215040
2,note_on,62,50,0,750000,215280
2,note_on,64,51,0,750000,215520
2,note_on,65,52,0,750000,215760
2,note_on,67,53,0,750000,216000
2,note_on,69,57,0,750000,216240
2,note_on,70,56,0,750000,216360
2,note_on,72,52,0,750000,216420
2,note_on,70,63,0,750000,216480
2,note_on,69,58,0,750000,216960
2,note_on,67,56,0,750000,217200
2,note_on,69,58,0,750000,217440
2,note_on,69,60,0,750000,217920
2,note_on,67,58,0,750000,218160
2,note_on,70,62,0,750000,218400
2,note_on,69,58,0,750000,218640
2,note_on,65,45,0,750000,218760
2,note_on,67,38,0,750000,218820
2,note_on,65,49,0,750000,218880
2,note_on,63,49,0,750000,219120
2,note_on,62,55,0,750000,219360
2,note_on,64,43,0,750000,219600
2,note_on,60,46,0,750000,219840
2,note_on,58,51,0,750000,220080
2,note_on,45,61,0,750000,220320
2,note_on,52,55,0,750000,220800
2,note_on,57,55,0,750000,221280
2,note_on,45,62,0,750000,221760
2,note_on,52,55,0,750000,222240
2,note_on,58,55,0,750000,222720
2,note_on,45,62,0,750000,223200
2,note_on,52,52,0,750000,223680
2,note_on,57,52,0,750000,224160
2,note_on,45,63,0,750000,224640
2,note_on,52,55,0,750000,225120
2,note_on,58,54,0,750000,225600
2,note_on,45,67,0,750000,226080
2,note_on,52,57,0,750000,226560
2,note_on,57,58,0,750000,227040
2,note_on,41,65,0,750000,227520
2,note_on,48,51,0,750000,228000
2,note_on,57,69,0,750000,228480
2,note_on,48,74,0,750000,228960
2,note_on,55,73,0,750000,229440
2,note_on,60,69,0,750000,229920
2,note_on,55,66,0,750000,230400
2,note_on,57,59,0,750000,230880
2,note_on,60,55,0,750000,231300
2,note_on,58,53,0,750000,231360
2,note_on,45,65,0,750000,231840
2,note_on,52,63,0,750000,232320
2,note_on,57,57,0,750000,232800
2,note_on,50,47,0,750000,233280
2,note_on,52,49,0,750000,233440
2,note_on,53,51,0,750000,233600
2,note_on,55,53,0,750000,233760
2,note_on,57,55,0,750000,233920
2,note_on,58,58,0,750000,234080
2,note_on,60,60,0,750000,234240
2,note_on,58,57,0,750000,234400
2,note_on,57,55,0,750000,234560
2,note_on,45,65,0,750000,234720
2,note_on,52,63,0,750000,235200
2,note_on,57,57,0,750000,235680
2,note_on,50,42,0,750000,236160
2,note_on,52,44,0,750000,236320
2,note_on,53,45,0,750000,236480
2,note_on,55,47,0,750000,236640
2,note_on,57,49,0,750000,236800
2,note_on,58,49,0,750000,236960
2,note_on,60,52,0,750000,237120
2,note_on,58,49,0,750000,237280
2,note_on,57,44,0,750000,237440
2,note_on,56,41,0,750000,237600
2,note_on,62,41,0,750000,237600
2,note_on,58,46,0,750000,239040
2,note_on,60,43,0,750000,240720
2,note_on,62,46,0,750000,240960
2,note_on,65,39,0,750000,241200
2,note_on,62,47,0,750000,241440
2,note_on,60,45,0,750000,241680
2,note_on,60,40,0,750000,241800
2,note_on,62,39,0,750000,241860
2,note_on,60,40,0,750000,241920
2,note_on,58,39,0,750000,242160
2,note_on,53,40,0,750000,242400
2,note_on,58,36,0,750000,242640
2,note_on,57,39,0,750000,242880
2,note_on,56,39,0,750000,243840
2,note_on,53,36,0,750000,244080
2,note_on,52,38,0,750000,244320
2,note_on,50,35,0,750000,244560
2,note_on,45,34,0,750000,244800
2,note_on,52,32,0,750000,245040
2,note_on,57,32,0,750000,245280
2,note_on,61,33,0,750000,245520
2,note_on,64,34,0,750000,245760
2,note_on,69,35,0,750000,246000
2,note_on,73,39,0,750000,246240
2,note_on,61,32,0,750000,246480
2,note_on,64,32,0,750000,246720
2,note_on,69,33,0,750000,246960
2,note_on,73,34,0,750000,247200
2,note_on,76,35,0,750000,247440
2,note_on,81,39,0,750000,247680
2,note_on,61,32,0,750000,247920
2,note_on,64,32,0,750000,248160
2,note_on,69,33,0,750000,248400
2,note_on,73,34,0,750000,248640
2,note_on,76,35,0,750000,248880
2,note_on,81,39,0,750000,249120
2,note_on,73,34,0,750000,249360
2,note_on,76,34,0,750000,249600
2,note_on,81,33,0,750000,249840
2,note_on,85,32,0,750000,250080
2,note_on,88,32,0,750000,250320
2,note_on,85,23,0,750000,250560
2,note_on,69,23,0,750000,250560
2,note_on,76,23,0,750000,250560
